Diff_LV,Diff_CS,Diff_jglCS,Diff-K,Diff-K-top,Diff-K-jug,Diff-K-mid,Diff-K-ad,Diff-K-sup,K-LOSE-sup,invadeKill,Diff_WARDplaced,Diff-ControlWARDplaced,LOSE_controlWARDPlaced,Diff_Inhibitor,Diff_TOWERkill,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_FirstBLOOD,dragonType,result
4,99,20,2,3,-2,2,-1,0,0,0,-4,-5,-1,0,0,1,0,1,-1,4,-1
-4,-27,-15,-7,5,-8,-3,-1,0,0,0,-8,-4,-2,0,-3,-1,1,-1,-1,1,-1
0,20,16,-8,-1,-3,-2,0,-2,0,0,47,1,-3,0,0,-1,-1,1,1,6,-1
0,22,33,-2,-1,0,1,-2,0,-3,0,-12,0,-4,0,0,1,-1,-1,1,2,-1
2,22,36,10,2,1,5,1,1,-1,0,0,1,-6,0,0,1,1,0,-1,1,-1
0,-35,4,1,-2,1,0,1,1,-1,0,-11,-6,-1,0,0,-1,-1,0,-1,5,-1
3,12,4,2,0,-1,3,-1,1,-2,0,2,3,-6,0,1,-1,1,1,-1,5,-1
-3,27,-40,-5,0,-3,4,-2,-4,0,0,125,3,-5,0,1,-1,0,-1,-1,4,-1
1,-42,35,6,-3,7,-4,3,3,-3,3,-3,-1,-4,0,-2,0,1,-1,1,0,-1
-4,-26,-28,-9,-2,-3,0,-3,-1,0,0,-38,3,-6,0,-1,-1,-1,-1,1,5,-1
0,-29,15,3,4,1,-5,3,0,-1,0,1,3,-7,0,-1,1,-1,-1,1,6,-1
-3,-66,18,-4,-1,-2,0,-1,0,0,0,-4,0,-5,0,-3,-1,1,-1,-1,4,-1
-2,-93,-34,-4,0,-1,-3,0,0,0,0,-4,-1,-1,0,-2,-1,-1,-1,-1,4,-1
-1,-65,-5,-6,2,-4,-2,-2,0,0,0,-10,2,-6,0,0,-1,0,0,-1,1,-1
3,92,18,-1,2,-3,-3,1,2,-3,2,-73,-3,-5,0,0,-1,-1,0,1,1,-1
-4,-54,-28,-8,-2,0,-5,0,-1,0,0,-118,3,-6,0,-1,0,-1,-1,-1,0,-1
-3,-5,-4,-4,1,-4,1,-1,-1,-1,0,15,1,-4,0,0,1,1,-1,1,4,-1
-1,43,-19,-5,0,-4,2,-3,0,-2,0,0,2,-5,0,1,-1,1,1,1,3,-1
1,48,-28,0,2,2,-1,-3,0,-1,0,-5,-1,-1,0,1,1,1,1,1,2,-1
0,49,-12,-3,0,-1,2,-4,0,0,0,-119,-2,-5,0,0,-1,0,0,1,5,-1
-5,-95,-5,-15,-8,2,-9,0,0,0,0,-37,-1,-2,0,-1,1,-1,-1,-1,4,-1
-4,-45,-36,-4,0,-1,3,-3,-3,-2,0,112,1,-6,0,0,0,0,0,-1,0,-1
-5,-110,5,-7,-8,-1,1,3,-2,0,0,276,0,-2,0,-1,-1,-1,-1,-1,2,-1
0,-40,-14,1,-2,5,-1,-2,1,-1,0,-4,3,-4,0,-1,-1,-1,-1,-1,1,-1
-9,-112,-24,-20,-3,-3,-2,-8,-4,-1,-1,-3,-4,-2,0,-2,-1,1,-1,-1,3,-1
1,-10,0,-4,-2,2,-2,-1,-1,0,0,-8,-1,-3,0,0,1,-1,-1,1,2,-1
-3,-37,-19,-12,-2,-2,-1,-6,-1,-2,-2,-7,-7,-1,0,-1,0,0,-1,-1,0,-1
-5,-27,-23,-5,-2,-5,3,0,-1,0,0,0,-3,-1,0,-1,-1,1,-1,1,4,-1
-5,-104,-9,-5,-7,1,-6,3,4,-5,0,-13,0,-6,0,-3,-1,-1,-1,-1,6,-1
0,-33,-8,0,-2,1,3,-2,0,-1,0,-15,-3,-3,0,-1,1,-1,-1,-1,2,-1
-5,-34,-12,-21,-9,-3,-1,-5,-3,0,-3,-13,-4,-1,0,-2,-1,1,-1,-1,6,-1
-5,-67,-4,-12,-3,-3,-5,0,-1,-1,0,7,-2,-3,0,-2,-1,-1,-1,-1,3,-1
1,40,2,-5,-2,-3,1,-2,1,-1,0,1,-1,-6,0,0,1,-1,0,-1,5,-1
-3,-53,-16,-4,-2,0,-6,4,0,0,0,-10,-1,-6,0,-1,1,-1,-1,-1,3,-1
-3,-83,-4,-7,-3,-4,3,0,-3,-2,0,176,-1,-3,0,0,-1,0,0,1,1,-1
-3,2,-8,-5,2,-5,-1,-2,1,-1,0,-7,-2,-5,0,-3,-1,1,-1,1,4,-1
-1,7,-11,-10,0,1,-7,-3,-1,-1,-1,-12,-1,-2,0,2,-1,1,1,-1,3,-1
-4,-111,1,-8,-4,-2,1,-2,-1,0,0,-5,-3,-4,0,-2,-1,-1,-1,-1,6,-1
-3,-58,-8,-4,-2,-2,-2,2,0,-1,0,27,-1,-6,0,-1,-1,-1,-1,1,5,-1
-5,-39,-10,-6,1,-1,-3,-3,0,0,0,-16,-3,-5,0,-1,-1,1,-1,-1,6,-1
-2,14,-20,-3,0,-6,-4,5,2,-2,-1,4,-5,-2,0,1,-1,-1,1,1,4,-1
3,52,16,8,2,3,0,-1,4,-4,0,32,0,-4,0,1,1,-1,1,1,1,-1
-1,21,2,-3,-1,0,2,-4,0,-1,1,19,-3,-4,0,1,-1,-1,1,1,6,-1
-2,-50,-15,-8,-2,0,1,-4,-3,0,0,1,0,-4,0,-1,-1,1,-1,1,5,-1
-2,-53,-7,-12,-1,-4,-1,-7,1,-1,0,73,1,-7,0,-1,-1,-1,-1,-1,6,-1
0,-17,0,-3,-1,-3,1,-1,1,-1,0,-2,-1,-4,0,0,1,-1,0,-1,5,-1
-2,-31,28,-16,-4,-4,-3,-4,-1,0,0,-7,-3,-1,0,-1,-1,1,-1,-1,5,-1
-5,-39,28,-8,-1,-3,-3,0,-1,0,3,10,1,-7,0,0,-1,1,0,1,2,-1
0,-8,11,-4,-1,0,-1,-2,0,-1,0,-1,-5,-1,0,-1,-1,-1,-1,-1,3,-1
-1,-35,-4,-4,-1,-5,0,2,0,-1,0,-14,-6,-4,0,1,-1,1,1,1,5,-1
-2,-19,-8,-6,0,-2,-2,-1,-1,0,0,114,0,-4,0,2,0,1,1,-1,0,-1
-3,-50,3,-6,2,0,-6,1,-3,0,1,-3,-5,-2,0,-2,0,-1,-1,1,0,-1
-3,-85,-8,-1,0,-1,-2,1,1,-4,0,-5,2,-5,0,0,-1,1,0,1,6,-1
-8,-119,-4,-24,-7,-5,-3,-9,0,-2,0,-4,-4,-1,0,-3,-1,-1,-1,-1,5,-1
-4,-51,-9,-9,-2,-2,-2,-2,-1,0,0,-1,3,-6,0,0,-1,-1,-1,-1,3,-1
-4,-106,-12,0,0,-1,6,-4,-1,-1,0,-9,0,-4,0,-1,1,1,-1,1,3,-1
-5,-99,-32,-19,-1,-7,-1,-9,-1,-5,-2,-83,1,-3,0,-2,1,0,-1,-1,2,-1
1,44,-4,6,-3,1,5,-1,4,-5,0,-3,3,-4,0,1,-1,1,1,-1,2,-1
-3,-46,-28,-5,-8,-2,1,2,2,-3,-1,-259,3,-7,0,-1,-1,1,-1,-1,5,-1
0,29,1,-1,-1,-2,-7,3,6,-6,0,0,3,-7,0,0,0,-1,-1,1,0,-1
-1,9,1,-4,3,-7,0,-2,2,-2,1,3,3,-7,0,1,1,1,1,1,5,-1
0,-63,8,-6,0,3,1,-7,-3,-1,-1,-1,3,-5,0,-1,-1,1,1,-1,3,-1
0,5,13,-3,1,-8,1,2,1,-1,0,-5,-5,-5,0,-1,-1,-1,-1,-1,1,-1
-4,6,-6,-9,-2,-5,-1,1,-2,-2,0,-3,2,-7,0,-1,-1,-1,-1,-1,1,-1
3,-12,0,17,5,4,-1,9,0,0,2,7,4,-7,0,1,0,-1,1,1,0,-1
-3,-55,-28,-1,-6,1,2,2,0,-1,2,5,1,-4,0,-1,1,-1,-1,1,3,-1
3,33,20,8,6,3,-2,1,0,-2,0,3,-5,-1,0,0,1,-1,0,-1,4,-1
-1,-19,26,0,-1,-1,1,1,0,-1,0,20,1,-5,0,-2,-1,1,-1,-1,5,-1
0,-60,0,1,-1,-1,5,-4,2,-3,0,-1,0,-5,0,0,1,-1,-1,-1,5,-1
-2,-72,-14,0,1,-4,1,2,0,-1,0,-15,-1,-4,0,-1,-1,1,-1,1,6,-1
6,26,10,10,1,2,3,3,1,-2,0,-2,4,-8,0,1,0,1,1,1,0,-1
1,5,-19,3,-2,9,-1,0,-3,0,-1,226,-3,-5,0,-1,1,-1,-1,-1,4,-1
-3,-10,-7,-9,0,-2,-6,-2,1,-1,0,-47,-1,-6,0,-1,-1,1,-1,-1,5,-1
-1,-63,-8,1,3,1,-1,-4,2,-2,-1,12,4,-5,0,0,1,-1,0,-1,3,-1
-4,-22,-36,-5,-1,-2,-1,-2,1,-2,0,5,-3,-3,0,1,-1,1,1,1,1,-1
2,26,30,1,6,-4,-1,-2,2,-3,-1,3,-1,-3,0,0,0,1,1,-1,0,-1
1,44,-34,1,5,-6,5,1,-4,0,-1,11,2,-4,0,0,0,-1,1,-1,0,-1
-3,-64,-34,-8,-2,-2,-2,-1,-1,0,-1,-4,1,-4,0,-2,-1,0,-1,-1,3,-1
0,-3,7,2,0,-1,1,-1,3,-3,0,-19,-3,-5,0,-1,-1,-1,-1,1,1,-1
1,-39,-1,-2,-1,-2,-1,1,1,-2,0,27,4,-6,0,0,-1,-1,0,-1,2,-1
1,-20,-16,5,-1,1,0,3,2,-2,0,60,0,-3,0,-1,1,-1,-1,1,6,-1
0,-33,3,-8,-1,-5,-3,0,1,-2,0,40,-3,-2,0,0,1,-1,0,-1,4,-1
-5,-126,-20,-7,-8,-1,5,-2,-1,-1,0,33,-3,-2,0,-3,1,-1,-1,-1,4,-1
2,2,-5,3,-1,-4,3,0,5,-6,0,4,-2,-4,0,0,1,-1,0,1,2,-1
-3,-42,17,-8,-4,0,-2,-1,-1,-1,-1,4,-3,-1,0,-2,-1,-1,-1,-1,1,-1
-2,-49,-23,1,1,-1,-3,2,2,-3,0,93,-3,-3,0,0,1,-1,0,-1,3,-1
-3,54,-5,-3,1,0,0,-4,0,0,2,-4,2,-4,0,0,1,1,1,1,6,-1
-7,-145,-28,-8,-1,-4,-2,0,-1,0,0,3,3,-7,0,-2,1,-1,-1,-1,6,-1
0,31,15,-4,5,-4,-2,-4,1,-1,0,10,-1,-2,0,0,-1,1,1,1,2,-1
-5,-88,-11,-8,-3,-5,0,0,0,0,0,-1,2,-7,0,-2,-1,1,-1,1,6,-1
2,33,8,2,1,-1,0,6,-4,0,1,-12,2,-5,0,1,1,-1,1,1,1,-1
-1,52,45,-5,-4,-5,2,0,2,-3,0,-232,1,-7,0,0,-1,1,1,-1,6,-1
1,10,34,-4,-2,1,1,-4,0,0,0,-10,-1,-2,0,-2,-1,-1,-1,-1,5,-1
-5,-25,-34,-5,1,-6,-1,1,0,0,0,-2,-1,-3,0,-1,-1,-1,-1,-1,1,-1
0,-2,-24,-4,0,-2,-2,1,-1,-1,0,-8,0,-4,0,-1,0,-1,-1,1,0,-1
-5,-127,-1,-6,-2,-4,1,1,-2,-2,0,3,2,-6,0,-1,-1,-1,-1,-1,6,-1
1,22,-9,2,5,3,-5,-1,0,0,0,-2,-1,-3,0,1,-1,1,1,1,1,-1
-6,-63,-26,-8,-2,1,-6,-1,0,0,0,-26,-1,-2,0,-1,-1,1,-1,-1,2,-1
2,-26,2,6,-8,6,4,4,0,0,0,30,3,-5,0,-2,1,-1,-1,1,4,-1
0,36,16,10,-3,6,3,0,4,-4,2,-8,-2,-6,0,0,1,-1,0,1,3,-1
-4,-33,8,-6,-6,2,0,1,-3,0,0,7,5,-8,0,-1,1,-1,-1,-1,6,-1
-4,-82,-16,-8,-3,-2,-2,2,-3,0,0,-1,-1,-4,0,-1,-1,-1,-1,1,1,-1
-1,-23,-12,3,-1,1,3,3,-3,-2,0,5,1,-7,0,0,-1,0,1,1,4,-1
1,4,-12,2,3,-1,0,1,-1,0,-1,90,0,-5,0,0,1,-1,0,-1,1,-1
-6,-42,-16,-7,-2,-2,3,-5,-1,0,0,-1,3,-7,0,0,-1,-1,-1,-1,5,-1
1,18,-5,-2,0,2,-4,-1,1,-1,0,9,-3,-5,0,0,0,-1,0,1,0,-1
-2,-54,10,-3,2,-4,1,-1,-1,-1,-1,-15,1,-6,0,-1,1,-1,-1,-1,2,-1
-1,34,12,-11,-2,1,-2,-4,-4,-1,-2,-8,-3,-4,0,-2,-1,-1,-1,-1,6,-1
-6,-47,-64,-12,-3,-4,-8,2,1,-2,0,-210,-1,-3,0,-1,0,1,-1,-1,0,-1
2,27,16,4,-1,2,3,-1,1,-2,0,10,4,-8,0,0,-1,-1,0,1,1,-1
-2,43,-9,-3,-3,1,1,-3,1,-1,-1,2,1,-5,0,0,-1,1,0,-1,4,-1
-1,-107,3,-6,1,1,3,-8,-3,-2,-1,0,-1,-1,0,-2,-1,-1,-1,-1,1,-1
-2,14,-18,-2,0,-1,-2,4,-3,-3,0,1,0,-5,0,0,1,1,0,-1,6,-1
-1,-43,-16,-6,0,-3,2,-6,1,-2,0,-22,-1,-5,0,-2,-1,1,-1,-1,4,-1
1,28,42,-5,-1,-2,1,-2,-1,0,0,-7,2,-6,0,0,1,1,-1,-1,4,-1
-1,-43,11,-1,-1,0,2,-2,0,-1,1,126,1,-7,0,0,1,-1,0,1,1,-1
-4,-110,-18,-6,-5,-1,6,-3,-3,-1,0,-243,2,-4,0,-1,-1,0,-1,-1,5,-1
-1,-29,35,-5,4,-1,-4,-4,0,0,0,9,-1,-2,0,0,-1,0,0,-1,6,-1
3,-35,23,2,-1,1,-2,4,0,0,0,37,1,-5,0,0,1,0,-1,-1,4,-1
-3,-38,18,-9,-6,1,1,-5,0,-1,0,4,-3,-3,0,-2,1,-1,-1,-1,5,-1
-3,-11,0,-6,-7,-1,0,1,1,-2,0,-1,1,-4,0,0,1,-1,0,-1,3,-1
0,21,24,-3,1,-2,-1,1,-2,0,-1,196,-3,-2,0,1,1,1,1,-1,3,-1
-1,1,-42,-7,-1,-2,1,-4,-1,-1,0,111,1,-4,0,-3,-1,-1,-1,-1,4,-1
-1,34,-3,3,0,-1,0,3,1,-1,0,-12,-2,-6,0,0,-1,1,-1,-1,1,-1
-1,-27,4,-7,-2,0,0,-8,3,-4,0,-2,1,-6,0,0,-1,1,-1,-1,1,-1
0,-83,24,2,1,-1,0,1,1,-2,0,41,1,-5,0,-1,1,1,1,-1,3,-1
-3,-88,28,-4,-1,1,1,-8,3,-4,0,0,0,0,0,-2,1,-1,-1,-1,4,-1
-2,-14,20,-7,-4,0,-2,0,-1,-3,0,-2,0,-6,0,-2,-1,1,-1,-1,5,-1
-4,-37,-15,-16,2,-3,2,-14,-3,-1,0,-128,1,-4,0,0,0,0,-1,-1,0,-1
2,38,-12,3,1,-3,7,-3,1,-2,1,-6,2,-5,0,2,-1,-1,1,1,1,-1
-2,-19,-31,-5,-4,0,0,-3,2,-2,-1,-3,-2,-4,0,0,-1,-1,-1,-1,3,-1
-2,-57,-25,-3,2,-4,1,-1,-1,-2,0,6,7,-10,0,-1,-1,-1,-1,-1,3,-1
0,-13,-3,-4,2,-6,1,-1,0,-1,0,1,1,-3,0,0,1,1,0,-1,5,-1
-3,-33,-1,-10,-2,-4,0,-3,-1,0,0,29,9,-11,0,-1,1,-1,-1,-1,2,-1
-1,-57,-25,-2,-3,-2,4,-2,1,-1,0,27,-3,-4,0,-2,1,-1,-1,1,2,-1
-5,-106,-8,-19,-1,-6,-3,-7,-2,0,0,-6,-5,-3,0,-1,-1,-1,-1,-1,5,-1
-1,21,-6,-5,-3,0,-3,0,1,-1,0,-18,0,-4,0,0,-1,-1,0,-1,2,-1
2,38,19,9,4,1,2,0,2,-2,-1,-1,-2,-4,0,3,1,1,1,-1,5,-1
-4,-17,4,-11,-3,0,-1,-3,-4,0,0,1,-4,-4,0,-2,-1,1,-1,-1,1,-1
0,11,5,7,1,-7,6,5,2,-2,0,150,-5,-6,0,-1,1,-1,1,-1,6,-1
1,98,-1,5,8,-4,0,1,0,0,0,8,4,-5,0,2,1,1,1,1,5,-1
-2,-13,-7,-7,-3,-4,-3,2,1,-1,0,-1,0,-6,0,-1,1,-1,-1,-1,4,-1
-1,28,-10,-5,-5,-6,4,2,0,0,0,49,1,-4,0,0,1,-1,-1,-1,4,-1
-2,-61,4,-3,-3,-3,1,1,1,-2,0,-12,4,-6,0,0,-1,-1,-1,-1,6,-1
-9,-120,-30,-18,-4,-3,2,-3,-10,0,0,16,0,-2,0,-1,-1,-1,-1,-1,6,-1
1,-15,-1,-8,-1,1,0,-8,0,0,0,-14,-1,-6,0,-1,-1,-1,-1,-1,4,-1
-5,-26,8,-8,1,-1,-8,0,0,-1,0,-216,-2,-3,0,-3,-1,-1,-1,1,4,-1
-1,-10,12,0,-2,0,6,-2,-2,0,0,-3,4,-7,0,0,1,1,1,-1,5,-1
-2,-26,-7,-8,-3,0,0,-5,0,-1,-1,-6,0,-1,0,-2,-1,-1,-1,-1,4,-1
2,-37,32,9,0,3,4,1,1,-2,0,-1,-3,-4,0,0,1,-1,-1,1,3,-1
-3,-11,8,-3,1,-2,-2,-3,3,-5,0,0,-2,-2,0,1,-1,1,1,-1,3,-1
-5,-100,-24,-8,-2,-2,-5,1,0,0,-1,-1,3,-5,0,-1,-1,-1,-1,-1,5,-1
-2,28,-1,-6,-2,0,-2,0,-2,-1,0,-4,0,-1,0,-3,-1,-1,-1,-1,1,-1
-2,33,2,-4,0,-6,-2,3,1,-1,0,-1,-3,-4,0,1,-1,1,1,-1,2,-1
0,-19,0,4,0,0,-5,5,4,-6,0,7,2,-4,0,0,0,1,1,1,0,-1
-3,-90,-20,-12,-5,-4,1,-3,-1,0,0,-7,1,-4,0,-2,-1,-1,-1,1,2,-1
0,-76,-16,5,0,3,-1,3,0,0,0,-6,8,-10,0,0,-1,-1,0,-1,4,-1
1,-5,4,-3,-2,4,-2,0,-3,0,-2,14,-2,-3,0,-1,-1,1,-1,1,2,-1
-2,-2,-32,1,-2,5,-1,-1,0,0,0,-7,-4,-3,0,-1,-1,-1,-1,1,2,-1
-3,-56,-20,-8,3,-5,-6,-1,1,-1,0,-8,-5,-2,0,-1,-1,1,-1,-1,4,-1
-1,-84,0,-5,1,0,-2,-4,0,0,0,25,-1,-4,0,-2,-1,1,-1,-1,2,-1
-3,55,-22,-5,1,-1,0,-2,-3,0,0,0,3,-5,0,-2,0,-1,-1,-1,0,-1
0,-42,-26,0,3,-3,-2,2,0,-1,0,102,1,-7,0,1,1,1,1,-1,3,-1
-3,-97,-24,-6,-3,-2,0,0,-1,0,0,105,-2,-2,0,-1,-1,-1,-1,-1,5,-1
2,30,3,-3,4,-1,-6,-3,3,-3,2,-1,-4,-3,0,0,-1,-1,-1,1,4,-1
-4,-59,-20,-13,-4,-5,-6,-1,3,-4,-2,-7,-5,-2,0,-1,-1,-1,-1,-1,1,-1
0,-34,26,-3,5,-2,-3,-4,1,-2,0,8,-1,-5,0,0,-1,1,-1,-1,6,-1
-1,-26,-28,-1,-1,-3,-3,6,0,0,0,-7,-3,-3,0,-1,1,-1,-1,1,5,-1
-3,6,12,-4,-6,2,3,1,-4,-1,0,13,0,-7,0,-1,0,1,-1,1,0,-1
-2,-116,-23,-12,-4,-1,-7,-1,1,-1,0,12,-4,-4,0,-2,-1,-1,-1,-1,6,-1
-4,2,4,-3,2,-3,1,-1,-2,-1,0,-3,0,-5,0,0,1,1,0,1,4,-1
1,19,1,8,-1,4,9,-2,-2,0,0,-1,1,-6,0,2,-1,-1,1,1,5,-1
2,-20,1,-1,1,1,2,-4,-1,0,0,-5,4,-12,0,-1,-1,1,-1,-1,2,-1
0,32,-14,-5,3,1,-5,-5,1,-1,0,-19,-8,-1,0,-1,-1,0,-1,-1,2,-1
2,-27,36,1,0,1,1,-2,1,-2,0,-102,-3,-5,0,1,1,1,1,1,3,-1
1,8,-16,0,-1,1,2,-2,0,0,0,5,1,-6,0,0,-1,-1,0,-1,4,-1
3,94,-2,3,2,3,2,-2,-2,0,0,-9,2,-5,0,0,-1,-1,1,-1,3,-1
-4,-66,-8,-18,-3,-5,-2,-8,0,-2,0,-8,-2,-4,0,0,-1,0,-1,-1,3,-1
-3,-42,-14,-11,-2,-1,-3,-2,-3,-1,0,-5,-3,-5,0,0,1,0,0,1,6,-1
-4,-41,20,-4,3,-5,0,-2,0,-2,1,-3,4,-9,0,0,1,1,-1,1,6,-1
7,45,64,2,-2,3,-4,3,2,-4,0,-2,2,-7,0,-1,1,-1,-1,1,1,-1
1,-25,6,-3,0,-3,0,-1,1,-1,0,3,-1,-2,0,0,-1,1,0,-1,2,-1
-1,36,-24,1,-4,0,2,1,2,-3,0,-10,-5,-2,0,0,0,0,-1,1,0,-1
0,0,-11,0,-4,1,4,0,-1,0,-1,-5,4,-7,0,-2,1,1,1,-1,3,-1
-3,-56,-31,-8,-5,-4,-1,2,0,-1,0,-5,3,-7,0,-1,1,-1,-1,-1,1,-1
-5,-31,-27,-3,-1,-1,-1,1,-1,0,0,-12,0,-4,0,-2,-1,-1,-1,1,6,-1
4,4,41,8,0,6,-5,6,1,-2,1,0,-5,-4,0,0,-1,-1,-1,1,2,-1
1,28,-11,-3,1,2,1,-4,-3,-1,-1,32,-6,-2,0,0,-1,1,0,-1,6,-1
-3,-30,-28,-5,0,-5,-3,2,1,-2,-1,5,1,-3,0,1,-1,1,1,-1,2,-1
-3,-33,-16,1,3,-6,-1,7,-2,0,0,-7,-4,-7,0,0,-1,-1,0,-1,3,-1
6,55,17,2,0,1,2,0,-1,-1,1,-15,-2,-2,0,0,0,1,0,1,0,-1
0,15,-16,-7,-6,2,1,0,-4,0,-1,4,-3,-2,0,-1,1,0,-1,-1,1,-1
3,-6,28,3,-2,3,3,0,-1,0,0,9,6,-7,0,-1,1,-1,-1,1,2,-1
-4,-38,-8,-7,-4,-1,-2,-1,1,-1,-1,32,2,-6,0,-1,1,-1,-1,-1,3,-1
-1,13,0,-11,-1,1,-4,-6,-1,0,0,-20,-1,-4,0,0,-1,0,0,-1,2,-1
-4,-118,7,-11,1,-1,-3,-1,-7,0,0,-8,-1,-4,0,-1,-1,-1,-1,1,5,-1
-2,-14,11,-9,-2,-3,0,-2,-2,-1,-1,-1,-3,-4,0,-1,-1,-1,-1,-1,2,-1
1,11,10,1,-2,2,3,-2,0,-1,0,-69,-1,-3,0,-1,1,1,-1,1,1,-1
1,0,16,2,1,4,-4,-1,2,-2,0,41,-1,-2,0,1,1,-1,1,1,6,-1
-9,-71,-12,-21,-4,-6,-3,-4,-4,0,0,-6,-1,-5,0,-1,-1,-1,-1,1,4,-1
2,-27,-16,6,2,4,-2,2,0,0,-1,2,-1,-4,0,1,-1,1,1,-1,4,-1
-1,5,-9,-6,3,-7,-3,2,-1,0,0,1,-2,-1,0,-1,-1,-1,-1,1,2,-1
2,32,-2,2,2,1,0,-1,0,-1,-1,120,-1,-7,0,1,-1,1,1,-1,5,-1
3,31,8,-1,2,-1,-1,0,-1,-1,-2,3,2,-7,0,0,-1,-1,0,-1,4,-1
-5,-43,4,-14,-1,0,-2,-7,-4,-3,-1,-45,-2,-3,0,-1,-1,1,-1,-1,2,-1
0,15,44,-6,-1,4,-1,-7,-1,-2,0,11,-3,-3,0,0,1,1,1,1,1,-1
-6,-88,-24,-8,-4,0,-3,2,-3,0,0,-32,-1,-4,0,-2,0,-1,-1,-1,0,-1
-2,-31,-29,-9,0,-4,-3,-1,-1,-2,0,0,-3,-2,0,-1,-1,-1,-1,-1,6,-1
-5,-35,-27,-16,-9,-3,-2,0,-2,-1,-1,5,6,-8,0,-2,-1,-1,-1,-1,3,-1
-6,-23,-42,-9,-1,-2,-2,-1,-3,-2,-1,-13,-10,-1,0,-1,1,-1,-1,-1,2,-1
-1,16,16,-4,-3,2,-3,-5,5,-6,0,-22,-1,-4,0,0,-1,0,-1,1,6,-1
-2,36,-20,-3,-1,-6,-3,5,2,-2,0,2,3,-8,0,-1,-1,-1,-1,-1,5,-1
-4,-112,-12,-9,1,-1,-2,-7,0,-1,-2,-30,-2,-3,0,-1,-1,-1,-1,-1,5,-1
-5,-54,-20,-13,0,-6,-7,1,-1,0,0,-4,-5,-4,0,-1,-1,-1,-1,-1,5,-1
0,23,40,0,3,1,-1,-2,-1,-2,0,-3,-3,-3,0,-1,1,-1,-1,-1,3,-1
0,2,-6,-1,-1,2,-1,0,-1,0,0,-8,-2,-2,0,0,-1,0,0,1,2,-1
1,-56,7,-2,-6,-1,0,2,3,-3,1,1,-4,0,0,0,1,-1,-1,1,2,-1
-3,25,-36,-2,2,-4,-2,4,-2,0,0,5,0,-4,0,1,1,-1,1,-1,3,-1
-4,2,-42,-4,1,-2,-5,1,1,-2,0,12,-1,0,0,-1,-1,-1,-1,-1,1,-1
-4,-30,-36,-7,-1,-5,-3,1,1,-2,0,-3,-1,-3,0,-1,-1,-1,-1,1,1,-1
-5,-47,-23,-12,-8,1,-3,-2,0,-1,0,5,1,-8,0,-2,-1,-1,-1,-1,6,-1
1,31,4,-1,-1,4,-4,0,0,0,0,-16,1,-4,0,0,1,-1,-1,-1,2,-1
2,41,12,0,2,-2,2,-2,0,0,0,11,1,-4,0,1,-1,1,1,1,2,-1
-3,-74,0,-11,-2,-2,-8,1,0,0,0,21,-3,-4,0,-2,1,-1,-1,-1,3,-1
0,0,30,-2,-4,-2,1,2,1,-1,-1,1,-4,-4,0,0,1,0,1,-1,6,-1
-2,-27,-18,-6,-3,-1,-4,-1,3,-3,0,1,-1,-5,0,-1,-1,-1,-1,-1,2,-1
-1,-26,12,6,0,8,-1,-3,2,-5,1,3,4,-10,0,0,1,1,-1,1,6,-1
0,50,4,-1,1,1,-2,1,-2,0,0,99,0,-4,0,-1,0,1,-1,-1,0,-1
-6,-112,-60,-15,0,-4,-7,-8,4,-4,0,219,-5,-3,0,-1,1,-1,-1,1,4,-1
-6,-59,-8,-12,1,-4,-5,-4,0,-2,1,28,1,-7,0,-1,-1,-1,-1,1,3,-1
-1,19,4,-5,1,-5,0,-1,0,-2,0,8,1,-6,0,0,0,0,0,-1,0,-1
-3,-62,-6,1,-5,2,6,0,-2,0,0,57,0,-5,0,0,-1,1,-1,-1,3,-1
1,24,4,11,1,-3,7,8,-2,0,-1,-3,2,-6,0,0,0,0,0,-1,0,-1
-3,43,-13,-1,-5,0,2,1,1,-3,1,4,-1,-2,0,-1,-1,1,1,1,3,-1
1,45,-1,-4,5,-1,-1,-7,0,-1,0,-8,-3,-4,0,1,-1,1,1,1,2,-1
-5,-76,-13,-8,-5,-1,1,-4,1,-2,0,0,-5,-2,0,-2,-1,1,-1,-1,4,-1
-5,-47,-29,-8,-4,0,-3,0,-1,0,0,29,-1,-3,0,0,-1,1,-1,-1,5,-1
-2,-80,9,-4,0,-5,3,-2,0,0,0,-3,-5,-3,0,-1,-1,-1,-1,-1,3,-1
-5,-46,-8,-10,-1,-1,-2,-5,-1,-1,0,-4,-1,-4,0,-1,-1,0,-1,1,1,-1
-6,-49,-8,-7,-3,4,-8,1,-1,-2,2,13,-2,-2,0,0,-1,1,-1,1,1,-1
-5,-79,-20,-8,-1,-5,-3,2,-1,0,0,5,4,-7,0,-1,-1,1,-1,-1,1,-1
2,40,5,0,-1,4,0,-1,-2,0,0,-4,-2,-3,0,2,-1,1,1,1,4,-1
-1,-31,0,-5,-1,-1,-3,1,-1,-2,-1,-11,0,-4,0,0,1,-1,-1,-1,4,-1
-2,-56,-37,-2,3,-2,-2,3,-4,0,0,0,-1,-2,0,-2,-1,-1,-1,1,2,-1
2,37,11,4,2,1,5,-6,2,-2,-2,1,2,-6,0,2,-1,1,1,-1,6,-1
1,-27,3,3,7,-3,2,-2,-1,0,0,1,4,-7,0,1,1,1,1,1,1,-1
