Diff_LV,Diff_CS,Diff_jglCS,Diff-K,Diff-K-top,Diff-K-jug,Diff-K-mid,Diff-K-ad,Diff-K-sup,K-LOSE-sup,invadeKill,Diff_WARDplaced,Diff-ControlWARDplaced,LOSE_controlWARDPlaced,Diff_Inhibitor,Diff_TOWERkill,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_FirstBLOOD,dragonType,result
-2,-27,23,-8,-4,0,0,-3,-1,-1,0,-6,-4,-3,0,-1,1,0,-1,-1,4,-1
0,12,7,-4,-2,0,-5,5,-2,0,0,-1,-2,-4,0,1,-1,-1,1,-1,3,-1
-2,7,-2,-3,2,0,1,-4,-2,0,0,502,3,-8,0,0,-1,1,0,-1,3,-1
-1,-65,-21,4,-1,0,3,1,1,-1,1,-28,1,-5,0,0,1,-1,0,1,5,-1
-4,14,-17,-10,-3,-3,-3,-3,2,-3,0,-4,3,-6,0,-2,1,-1,-1,1,5,-1
-7,-37,-24,-18,-4,-3,-2,-8,-1,0,0,-26,-3,0,0,-2,0,-1,-1,1,0,-1
-3,-70,-32,-4,0,1,-3,-3,1,-1,0,1,3,-9,0,0,1,-1,-1,-1,1,-1
2,57,-19,-2,1,3,-8,0,2,-3,1,0,0,-3,0,1,1,1,-1,1,3,-1
-1,-15,-3,-2,1,-3,-3,4,-1,0,0,-16,-2,-3,0,-1,0,-1,-1,1,0,-1
0,-6,-7,0,-2,3,-4,0,3,-4,0,21,1,-4,0,2,-1,1,1,1,3,-1
1,-4,-12,4,0,2,2,0,0,-2,0,0,-1,-6,0,0,-1,-1,0,1,5,-1
0,32,1,-3,-3,0,-1,2,-1,-1,0,1,2,-6,0,0,1,-1,0,-1,4,-1
-1,-78,4,-3,1,1,-1,-3,-1,-1,0,-14,1,-8,0,-2,0,-1,-1,-1,0,-1
-5,-67,-5,-12,-1,-3,-1,-7,0,-1,0,-11,-3,-2,0,-2,-1,-1,-1,-1,4,-1
0,-22,-12,-3,-5,1,2,-1,0,0,0,-1,0,-5,0,-1,1,-1,-1,-1,3,-1
-4,-13,-12,-9,0,-4,-8,3,0,-2,0,10,1,-7,0,-2,1,-1,-1,-1,4,-1
-3,-73,-2,-4,0,1,-4,1,-2,0,0,-10,-6,-4,0,-2,1,-1,-1,-1,1,-1
0,18,-4,1,3,-1,0,0,-1,-1,0,-22,-1,-5,0,-1,-1,-1,-1,1,1,-1
0,-8,-4,1,5,3,-1,-6,0,0,0,-7,-3,-1,0,-1,-1,1,-1,-1,5,-1
-3,38,-16,-12,1,-7,-2,-2,-2,-2,0,-32,-2,-3,0,-1,-1,1,-1,-1,1,-1
1,15,-4,5,1,-2,3,4,-1,-4,1,-38,-2,-1,0,0,1,1,1,1,1,-1
3,59,16,5,5,0,0,-2,2,-3,1,15,0,-5,0,-1,-1,1,1,1,1,-1
0,-29,-14,4,5,0,1,-1,-1,0,0,14,2,-5,0,-2,-1,-1,1,-1,3,-1
-6,-74,-28,-11,-2,-2,-1,-6,0,-1,-1,-50,-1,-2,0,0,-1,1,-1,-1,4,-1
-5,-2,-44,-9,0,0,-7,-1,-1,-1,0,-3,-6,0,0,-1,-1,-1,-1,-1,3,-1
-4,-12,7,-14,-5,-4,-3,-2,0,-1,0,1,3,-8,0,0,-1,-1,0,-1,1,-1
-1,2,-17,-4,0,0,-2,-2,0,0,0,6,2,-5,0,0,-1,1,1,-1,5,-1
-6,-73,-5,-14,-5,-6,-3,0,0,-1,1,-18,-5,-3,0,-1,-1,1,-1,1,4,-1
-1,-8,-4,-10,1,-5,-2,-2,-2,0,0,6,0,-6,0,0,-1,1,0,1,6,-1
1,-15,0,2,-3,1,4,1,-1,-1,0,0,5,-9,0,0,-1,1,0,1,1,-1
4,33,2,7,-1,-1,0,7,2,-3,0,-2,-1,-2,0,-1,1,-1,1,-1,5,-1
0,24,-24,-6,0,-2,0,-3,-1,0,0,120,-2,-3,0,0,1,1,0,-1,3,-1
0,-23,17,-2,2,-1,-1,1,-3,-1,0,-133,-3,-4,0,-1,1,1,-1,1,5,-1
-2,-5,-8,-7,3,-4,-3,-2,-1,0,0,-34,0,-3,0,-1,-1,-1,-1,-1,3,-1
-4,-21,4,-10,0,-7,-1,-3,1,-2,-1,-10,-1,-5,0,-1,1,-1,-1,-1,4,-1
1,6,16,4,2,0,-2,4,0,0,0,4,1,-5,0,2,0,1,1,-1,0,-1
-6,-91,-23,-9,2,-6,-1,-3,-1,-1,0,-2,-4,-1,0,-2,-1,-1,-1,-1,3,-1
0,-1,-20,-3,-8,2,2,0,1,-2,0,-1,2,-5,0,1,-1,1,1,-1,1,-1
-2,36,16,-18,2,-9,-1,-5,-5,-1,0,-71,-1,-3,0,1,1,-1,-1,1,2,-1
-6,-91,-30,-14,-3,0,-5,-3,-3,0,0,37,3,-6,0,-2,-1,-1,-1,1,6,-1
1,-44,-5,1,1,-2,0,3,-1,-2,0,-174,-1,-5,0,-2,1,-1,-1,-1,2,-1
-1,57,25,-1,2,-5,1,-1,2,-2,0,8,0,-6,0,0,0,1,0,1,0,-1
3,-7,-20,2,4,-2,1,-2,1,-1,2,-1,-3,-7,0,0,-1,-1,0,1,3,-1
-2,-82,-20,-11,-4,-6,-3,4,-2,0,0,-6,-1,-6,0,-1,1,-1,-1,-1,5,-1
-2,8,-23,-2,2,-1,-1,-2,0,-2,0,12,0,-4,0,-1,-1,1,1,1,3,-1
2,-13,23,7,3,0,0,4,0,0,0,-5,0,-2,0,2,-1,1,1,1,3,-1
1,32,10,-7,1,-1,-1,-5,-1,-1,0,100,-3,-3,0,0,1,-1,1,-1,2,-1
-6,-78,-24,-9,2,-2,-1,-3,-5,0,0,50,8,-10,0,-1,1,0,-1,1,3,-1
-4,-70,-22,-8,-1,-3,1,-4,-1,-1,0,-1,5,-10,0,0,-1,0,-1,-1,1,-1
-3,-21,-1,-7,-1,4,-2,-7,-1,-1,1,-1,-2,-3,0,-2,-1,-1,-1,1,5,-1
-2,-27,7,-4,-3,-1,2,0,-2,-1,0,0,0,0,0,0,1,-1,-1,1,5,-1
-6,-14,-39,-12,-2,-3,-1,-6,0,-1,0,93,-1,-3,0,0,0,0,0,-1,0,-1
4,6,-8,4,1,7,2,-6,0,-2,0,30,-5,-1,0,1,-1,1,1,-1,5,-1
4,8,44,4,0,3,1,-3,3,-4,-1,-12,-2,-4,0,-1,-1,-1,-1,-1,4,-1
-3,-67,-12,-4,-1,-3,-1,0,1,-2,2,-5,-1,-4,0,-2,-1,-1,-1,1,5,-1
-2,12,-8,-6,3,1,-8,-4,2,-3,0,10,4,-6,0,-1,-1,-1,-1,1,2,-1
-2,-49,-23,4,2,4,0,-4,2,-2,0,23,-4,-4,0,1,-1,1,1,-1,5,-1
-4,-75,-12,-7,-5,0,-2,1,-1,-1,0,19,-4,-3,0,-1,0,-1,-1,-1,0,-1
-1,-51,-17,3,-4,1,1,5,0,0,0,-9,-1,-6,0,-1,1,-1,-1,-1,3,-1
2,10,8,5,5,-2,0,0,2,-3,1,1,-1,-9,0,3,1,1,1,1,2,-1
-2,-59,-8,3,1,0,-3,4,1,-3,1,27,11,-12,0,0,-1,-1,0,1,6,-1
-1,-2,3,-8,0,1,-3,-6,0,-2,0,101,2,-7,0,-1,-1,-1,-1,1,4,-1
-6,-39,-23,-14,-4,-4,-4,3,-5,0,0,128,2,-7,0,-1,-1,-1,-1,-1,6,-1
-4,-66,-29,-5,-1,-4,-1,-2,3,-4,-1,33,-7,-2,0,1,1,1,1,-1,6,-1
-1,-43,-2,-1,6,5,2,-8,-6,0,1,4,5,-6,0,-3,1,-1,-1,1,6,-1
-2,-77,14,-4,2,-1,-2,-2,-1,0,0,0,-1,-3,0,-1,-1,0,-1,-1,3,-1
-1,-68,28,5,-2,0,3,2,2,-3,0,46,0,-4,0,-2,0,1,-1,1,0,-1
-2,-5,-22,2,2,5,0,-3,-2,-2,1,1,4,-7,0,-2,1,-1,-1,1,6,-1
-1,-22,-15,2,2,1,2,-4,1,-1,0,-8,-1,-4,0,0,-1,-1,-1,1,1,-1
-4,-42,-12,-5,-5,-1,-7,4,4,-4,0,226,1,-4,0,0,-1,-1,1,1,5,-1
-4,-42,16,-6,1,-3,-1,-2,-1,-1,1,-16,-1,-5,0,0,1,1,-1,1,3,-1
-3,-9,-5,-7,1,0,-1,-7,0,-1,0,-4,2,-9,0,-1,-1,1,-1,-1,6,-1
0,30,8,-1,-1,-3,-3,3,3,-4,1,3,3,-8,0,-1,1,-1,-1,1,1,-1
-2,-36,-20,-6,-2,-1,0,-2,-1,0,0,-1,0,-3,0,0,1,1,0,1,3,-1
-1,6,20,0,-4,-2,3,3,0,-1,0,26,-3,-4,0,0,-1,-1,1,1,6,-1
-2,-37,5,6,-4,1,0,6,3,-3,0,4,4,-5,0,-2,0,-1,-1,-1,0,-1
-4,-112,16,-12,0,-4,-8,-1,1,-1,-1,-41,1,-3,0,-3,-1,1,-1,-1,4,-1
-3,22,-26,-3,-1,-1,-2,-1,2,-2,0,-2,7,-9,0,1,1,-1,-1,1,2,-1
-2,-24,-40,-3,-4,-1,4,-5,3,-3,0,-34,2,-7,0,-2,-1,-1,-1,1,3,-1
-8,-107,-34,-17,-3,-5,-4,1,-6,0,-1,-11,-4,0,0,-2,0,-1,-1,-1,0,-1
-3,-66,-8,-2,-5,2,-3,3,1,-1,0,0,0,-5,0,0,1,-1,0,-1,5,-1
-1,-92,8,-6,-4,0,-1,0,-1,0,0,1,-3,-3,0,0,-1,0,0,-1,4,-1
-1,20,-18,-6,4,-1,-1,-1,-7,0,0,-2,-2,-2,0,0,-1,-1,1,-1,1,-1
3,-8,-24,-1,-6,-1,1,1,4,-4,-1,14,3,-6,0,-1,-1,1,-1,-1,4,-1
-1,32,-9,6,1,-1,3,1,2,-3,1,6,-4,-4,0,0,1,-1,0,1,2,-1
-1,-77,-4,-5,-5,2,0,2,-4,0,0,1,-3,-5,0,-1,-1,-1,-1,-1,4,-1
1,-6,-12,-4,1,0,0,-4,-1,-1,1,-25,-1,0,0,-1,1,-1,-1,1,4,-1
-1,12,16,-3,1,-5,-3,0,4,-5,0,3,-4,-4,0,0,-1,1,1,-1,5,-1
-2,-68,18,-4,1,-1,2,-6,0,0,2,-10,6,-8,0,-1,-1,1,-1,1,3,-1
-1,14,-1,-1,-1,1,0,-1,0,0,0,113,3,-4,0,0,1,-1,0,1,2,-1
0,39,-29,1,5,-1,-4,2,-1,0,0,1,3,-3,0,1,1,1,1,1,2,-1
0,10,-28,0,-3,-1,4,0,0,0,0,-5,-2,-1,0,0,-1,-1,0,-1,4,-1
-5,19,-18,-19,-1,-5,-4,-6,-3,-1,-3,65,3,-5,0,-1,-1,-1,-1,-1,1,-1
-3,-68,-39,-12,-2,-2,-4,-3,-1,0,-1,-129,-5,-2,0,-3,-1,-1,-1,-1,6,-1
1,-22,-8,2,3,0,2,-2,-1,-3,0,1,1,-6,0,-1,1,-1,-1,-1,5,-1
1,47,17,3,1,1,2,-1,0,-1,0,-1,-1,-2,0,2,1,1,1,1,6,-1
-2,-68,-36,-6,-4,1,1,-6,2,-2,0,-7,-6,-3,0,0,-1,1,-1,-1,1,-1
-1,-25,-1,-14,-1,-8,-1,-2,-2,-1,-1,-6,-4,-3,0,0,0,-1,0,-1,0,-1
-2,-42,-24,-8,0,-3,-4,-3,2,-2,0,-101,2,-5,0,-1,-1,1,-1,-1,1,-1
-2,-43,13,-1,2,-1,2,-5,1,-1,0,-4,1,-7,0,-1,1,-1,-1,-1,3,-1
-1,-3,-15,-2,0,-1,-1,3,-3,-1,0,-12,4,-6,0,1,-1,1,1,-1,2,-1
3,-4,2,3,-1,-1,2,0,3,-4,-3,10,-5,-4,0,1,1,1,1,-1,2,-1
-1,-27,-4,-4,0,-2,-3,3,-2,0,0,2,1,-6,0,0,-1,-1,-1,-1,6,-1
-1,-11,-32,-5,0,1,-7,5,-4,-1,0,-15,-2,-3,0,-1,-1,-1,-1,-1,6,-1
-2,-59,-16,-1,-3,0,-1,6,-3,0,0,-2,-1,-3,0,-1,1,1,-1,-1,2,-1
2,44,29,8,2,2,0,4,0,-1,0,44,0,-3,0,-1,1,0,-1,1,6,-1
1,6,-7,0,2,-6,1,1,2,-3,0,6,5,-8,0,0,-1,-1,1,1,3,-1
-1,-30,1,5,2,6,-4,2,-1,0,0,7,0,-4,0,-1,-1,0,-1,1,4,-1
2,5,8,0,-1,-3,-2,1,5,-6,-2,0,-1,-5,0,-1,-1,-1,-1,-1,4,-1
0,-19,0,-3,0,-1,0,-3,1,-2,0,-10,-4,-3,0,-3,1,-1,-1,-1,3,-1
0,-33,-2,-1,4,0,-2,-3,0,-3,0,299,-1,-4,0,0,1,1,0,-1,4,-1
0,10,9,-9,3,-1,-5,1,-7,-1,-1,-13,0,-4,0,-1,-1,-1,-1,-1,6,-1
-1,-11,-1,-7,-4,-4,1,-1,1,-1,0,0,-2,-5,0,-1,-1,-1,1,-1,6,-1
3,19,5,3,5,1,2,-5,0,-3,0,13,8,-9,0,2,1,1,1,1,5,-1
1,-40,3,2,-1,-3,4,0,2,-4,1,1,-4,-3,0,0,0,1,0,1,0,-1
-4,29,-16,-8,-2,0,-3,-3,0,0,0,-2,4,-7,0,0,-1,0,0,-1,1,-1
0,-4,26,-8,0,2,-5,-3,-2,-1,-2,-8,-5,-3,0,-2,-1,-1,-1,-1,6,-1
-2,62,0,0,-1,-2,2,1,0,-1,0,2,3,-6,0,1,-1,-1,1,1,3,-1
0,-10,0,-1,-5,0,1,7,-4,0,0,-3,1,-1,0,0,1,0,0,-1,6,-1
-3,-96,-4,-10,-1,-2,-3,-3,-1,-3,-1,5,1,-3,0,-2,1,-1,-1,-1,2,-1
0,-77,0,-1,6,0,-3,-4,0,-1,-1,-20,-3,-3,0,0,-1,-1,-1,-1,4,-1
-2,7,-19,-2,-1,-3,1,0,1,-2,0,-5,1,-4,0,-2,-1,-1,-1,-1,6,-1
0,13,35,-3,2,2,-7,2,-2,0,0,49,-2,-5,0,1,1,1,1,-1,3,-1
-1,-71,-18,-3,0,-3,3,-2,-1,0,0,-25,-1,-1,0,-1,1,1,-1,-1,6,-1
-3,-32,-44,-5,-5,0,-1,3,-2,0,0,-7,-1,-3,0,-1,-1,-1,1,-1,5,-1
-5,-27,-23,-4,2,-9,-2,5,0,0,0,13,2,-9,0,0,1,1,1,-1,2,-1
-2,-24,-3,-10,-3,1,-3,-5,0,-1,0,-25,-1,-5,0,-1,-1,0,-1,-1,1,-1
1,-19,0,-7,3,-5,-1,-5,1,-1,0,21,-1,-3,0,1,-1,1,-1,-1,6,-1
-1,-39,16,-2,-2,1,-3,0,2,-2,1,34,1,-6,0,0,-1,1,0,1,4,-1
-1,-15,15,-7,0,-2,-2,2,-5,-1,-1,-45,-3,-2,0,0,-1,1,0,-1,1,-1
-5,-18,-30,-4,0,-6,2,0,0,0,0,4,-1,-5,0,-2,-1,-1,-1,-1,4,-1
-4,-54,-28,-1,3,-2,4,-2,-4,-2,0,0,1,-4,0,1,-1,1,1,-1,1,-1
-1,-7,16,-4,1,-4,1,-2,0,-1,0,100,1,-5,0,-1,1,-1,-1,1,5,-1
-4,-101,0,-12,-3,-5,-6,1,1,-3,0,65,3,-6,0,-1,-1,1,-1,-1,3,-1
0,13,24,-7,-1,-4,-1,-1,0,0,0,-3,-2,-2,0,0,-1,1,-1,1,2,-1
-2,-55,35,-11,-8,0,0,-1,-2,0,0,-161,1,-4,0,-4,0,-1,-1,-1,0,-1
3,59,5,10,5,3,1,0,1,-3,0,-8,6,-9,0,1,0,1,1,1,0,-1
1,-53,4,2,-4,1,6,-1,0,0,0,-120,0,-7,0,0,-1,-1,-1,1,3,-1
-4,-99,-11,-4,0,-1,-3,-1,1,-1,0,14,5,-7,0,-1,-1,0,-1,-1,5,-1
0,-39,-4,0,-2,-1,-2,5,0,0,0,8,3,-9,0,0,-1,-1,-1,-1,5,-1
2,34,23,11,1,11,0,0,-1,-1,0,4,-1,-3,0,0,-1,0,0,1,6,-1
-1,16,27,-3,-3,-2,-1,1,2,-3,0,-31,-2,-1,0,0,0,0,0,1,0,-1
0,40,27,4,0,-2,0,5,1,-1,0,6,1,-3,0,0,1,1,0,1,3,-1
-2,-49,-34,0,0,-3,0,5,-2,0,-1,-48,-7,-1,0,-1,0,-1,-1,-1,0,-1
-2,-23,15,-11,1,-3,-2,-8,1,-2,-1,-11,-1,-2,0,-1,-1,-1,-1,-1,5,-1
-4,-24,-1,-13,-5,-2,-6,0,0,-3,0,3,-8,0,0,0,1,0,-1,-1,3,-1
2,64,-8,4,2,2,2,0,-2,-1,0,-3,4,-6,0,2,1,1,1,1,3,-1
-4,-13,-12,-3,-1,2,-3,-2,1,-1,0,-50,2,-6,0,-1,1,-1,-1,-1,6,-1
-4,-31,16,-6,-4,0,-2,-1,1,-2,0,-2,0,-4,0,0,1,-1,-1,1,5,-1
-4,-40,-22,-7,-1,-1,-2,-3,0,0,0,4,1,-5,0,0,-1,0,0,-1,1,-1
1,-13,40,-1,0,-3,0,1,1,-1,0,1,-1,-3,0,0,1,1,0,1,6,-1
-6,-7,-9,-23,-1,-9,-2,-9,-2,0,0,-2,0,-5,0,0,-1,1,0,-1,3,-1
3,21,4,-2,-1,0,1,-1,-1,-1,-1,-390,0,-4,0,0,-1,-1,0,-1,4,-1
-1,-21,-8,1,1,0,0,0,0,0,0,5,-4,-3,0,0,1,0,-1,1,6,-1
1,45,24,-4,0,0,-1,-3,0,0,0,7,-3,-1,0,-1,-1,-1,-1,-1,3,-1
-2,-4,-4,-8,-1,-4,-1,-3,1,-1,0,-5,-1,-3,0,0,-1,0,-1,-1,5,-1
-1,-27,-8,-4,1,-5,0,-1,1,-1,-1,-10,0,-2,0,-1,-1,-1,-1,-1,6,-1
5,31,12,4,5,3,0,-5,1,-2,-2,-8,-6,0,0,0,-1,-1,1,-1,4,-1
-1,-50,-26,0,2,0,-3,0,1,-3,0,1,-2,-3,0,0,1,-1,1,1,6,-1
-2,-8,-4,0,-4,5,2,0,-3,-1,0,-8,-3,-5,0,-1,1,-1,-1,1,3,-1
0,-73,-24,1,0,3,1,-3,0,-1,0,0,0,0,0,0,-1,-1,0,-1,5,-1
-6,-91,-32,-15,-1,0,-6,-5,-3,-1,0,126,-5,-4,0,-2,-1,-1,-1,1,4,-1
-4,-28,-18,-9,3,-1,-1,-11,1,-1,-1,-11,-3,-4,0,0,-1,0,-1,-1,4,-1
1,-2,-30,10,-1,6,-4,7,2,-2,1,4,0,-6,0,0,0,-1,1,1,0,-1
-3,-23,20,-10,-2,-3,-2,-2,-1,-1,0,-12,-1,-4,0,0,-1,1,-1,-1,3,-1
-2,-77,32,-4,-2,1,-3,0,0,-1,2,36,1,-4,0,0,-1,-1,0,1,3,-1
2,22,0,-4,2,-1,1,-4,-2,0,1,2,1,-5,0,0,-1,1,-1,1,3,-1
-2,-17,24,-5,-3,-1,-3,1,1,-1,0,4,1,-4,0,0,1,0,0,-1,4,-1
-3,-63,-20,-8,2,-3,-3,-2,-2,-1,0,-10,-5,0,0,0,-1,-1,-1,1,3,-1
2,15,-39,4,1,1,-2,2,2,-2,0,3,10,-15,0,-1,1,-1,-1,-1,3,-1
-4,-34,3,-4,-3,-3,0,2,0,-1,-1,-8,2,-11,0,0,1,1,0,-1,6,-1
1,43,-8,0,-1,-1,4,-2,0,-1,0,0,-2,-3,0,0,1,-1,0,-1,4,-1
-1,-71,48,-5,1,-1,2,-7,0,0,0,215,3,-5,0,-2,1,1,-1,-1,3,-1
-6,-70,-16,-13,-6,2,-2,-6,-1,-1,0,4,7,-9,0,-1,-1,-1,-1,-1,5,-1
-5,-144,-7,-8,-4,-1,-2,1,-2,0,-1,8,-4,-5,0,-4,-1,-1,-1,-1,4,-1
1,30,28,-1,0,2,0,-2,-1,0,0,7,5,-8,0,0,1,-1,0,-1,2,-1
-1,-37,16,-3,1,7,-5,-4,-2,0,1,-6,3,-6,0,0,1,1,-1,1,2,-1
1,-27,-4,2,1,-3,-6,4,6,-6,-1,4,-1,-3,0,1,-1,1,-1,-1,4,-1
3,23,4,2,0,-1,3,1,-1,-1,0,-298,-6,-3,0,0,-1,-1,1,-1,6,-1
5,72,28,15,-4,-1,13,1,6,-7,1,5,-1,-4,0,1,1,0,1,1,2,-1
0,-53,16,7,-2,2,-1,1,7,-7,1,-33,1,-4,0,0,1,0,0,1,5,-1
2,16,20,-3,-5,0,3,0,-1,0,0,-6,0,-4,0,-2,-1,1,-1,-1,6,-1
1,-15,24,1,1,-4,1,4,-1,-3,-2,2,2,-5,0,0,1,0,0,-1,1,-1
-2,-27,-32,0,3,-1,-1,-3,2,-5,0,-4,-4,-2,0,-2,-1,1,-1,1,5,-1
-5,-24,-14,-4,1,1,0,-1,-5,-1,0,-5,5,-10,0,-2,-1,-1,-1,-1,4,-1
-2,-54,-18,-7,-4,1,5,-5,-4,-1,0,-4,0,-2,0,0,1,1,-1,1,6,-1
1,60,-7,-1,3,0,-3,-1,0,-2,0,-18,3,-5,0,1,-1,-1,1,-1,4,-1
-4,1,-13,-6,-1,-5,-2,-2,4,-5,0,-12,3,-4,0,0,-1,1,-1,1,4,-1
0,16,-3,5,2,-2,2,1,2,-2,0,5,2,-5,0,0,-1,1,0,1,5,-1
-6,-67,-17,-10,-3,-3,0,-5,1,-1,0,-116,0,-7,0,-1,-1,-1,-1,1,6,-1
-4,-127,-23,-5,-3,-3,4,-5,2,-2,-1,-1,-2,-1,0,-3,1,-1,-1,-1,5,-1
1,6,1,-1,-1,3,0,-3,0,0,-1,-9,0,-6,0,0,1,-1,-1,-1,6,-1
-2,-41,-8,-6,-2,0,-1,-4,1,-4,0,25,-3,-5,0,-1,0,-1,-1,-1,0,-1
-1,-42,13,-4,-5,2,2,-4,1,-1,0,-8,-2,-5,0,-1,1,-1,-1,-1,5,-1
0,2,-16,3,2,-3,-1,5,0,0,0,3,8,-9,0,-1,1,-1,-1,1,6,-1
-3,-49,4,-9,0,-1,-3,-5,0,0,0,34,1,-3,0,-1,-1,0,-1,-1,4,-1
-4,-22,-40,-12,-5,0,-4,0,-3,0,0,-8,-2,-4,0,-1,-1,-1,-1,-1,4,-1
0,26,-37,2,-4,-1,-1,7,1,-2,-1,3,1,-6,0,-1,-1,-1,-1,-1,3,-1
0,-56,-13,4,-1,-3,1,7,0,-1,0,70,1,-7,0,0,1,0,0,1,5,-1
0,-22,-29,0,2,-2,-2,0,2,-2,-1,-195,-1,-3,0,0,-1,-1,0,-1,4,-1
-1,2,-17,-11,-5,-2,-3,-1,0,-1,-1,5,-4,-1,0,-2,-1,-1,-1,-1,3,-1
-3,-44,-28,-3,-2,-2,-2,3,0,0,0,0,2,-8,0,0,-1,0,0,-1,6,-1
3,32,4,3,0,0,3,-1,1,-3,0,-1,-1,-3,0,1,-1,1,1,1,3,-1
2,29,12,7,2,1,2,3,-1,0,0,-9,1,-4,0,2,1,1,1,-1,6,-1
-1,18,2,-2,2,-1,1,-4,0,-1,-1,-50,-4,-3,0,0,-1,1,1,-1,4,-1
-2,-49,-2,-8,4,-5,-3,-3,-1,-1,0,-14,2,-6,0,-1,0,-1,-1,-1,0,-1
-2,61,-31,-11,-1,0,1,-6,-5,-1,0,-9,-4,-3,0,0,-1,-1,0,1,4,-1
-5,-35,-20,-4,0,-2,-2,-1,1,-1,0,0,1,-5,0,-1,-1,-1,-1,1,6,-1
-7,-81,-27,-10,-4,-3,0,-4,1,-3,0,-1,-6,-1,0,-1,0,-1,-1,-1,0,-1
-2,54,-16,-6,-5,1,-1,2,-3,0,0,-15,2,-4,0,-1,-1,-1,-1,-1,5,-1
1,18,39,-1,2,-1,0,-1,-1,0,-1,-12,-1,-2,0,0,-1,1,0,-1,5,-1
1,52,-4,1,1,1,-4,0,3,-3,0,-39,-1,-6,0,0,-1,-1,1,-1,2,-1
-3,-49,-12,-1,-3,2,-2,1,1,-1,-1,9,1,-4,0,-1,-1,-1,-1,-1,2,-1
-2,-50,-16,0,-1,-2,-2,4,1,-1,0,4,4,-9,0,0,-1,-1,0,1,6,-1
-8,-88,-33,-14,-2,1,-5,-6,-2,0,1,-8,2,-2,0,-2,-1,-1,-1,1,6,-1
-3,-108,-61,-11,3,-1,-3,-8,-2,-1,-1,-33,-4,0,0,-2,-1,-1,-1,-1,3,-1
-2,-23,-8,-9,-3,-2,-2,0,-2,0,0,1,2,-6,0,-1,-1,1,-1,-1,2,-1
-5,-57,-20,-4,-2,2,-2,-2,0,-1,0,2,1,-6,0,-1,-1,1,-1,-1,5,-1
0,-29,-34,1,4,-2,3,-2,-2,0,0,9,0,-7,0,1,-1,-1,-1,1,6,-1
-1,-19,-4,-3,-4,5,0,-2,-2,-1,0,-2,-8,-1,0,0,-1,1,0,-1,5,-1
-1,-48,-5,-3,-3,4,-1,-3,0,0,0,-259,0,-6,0,0,-1,-1,0,-1,5,-1
0,0,8,-2,2,0,-3,0,-1,-1,0,7,1,-6,0,0,1,1,0,1,3,-1
0,0,11,-3,3,-2,1,-1,-4,0,0,-20,-1,-1,0,1,-1,1,1,1,5,-1
-2,-76,2,-3,-1,1,-2,-1,0,0,0,22,0,-5,0,-1,-1,1,1,-1,4,-1
-1,45,-6,-4,0,3,1,-2,-6,0,0,-29,0,-4,0,0,-1,-1,-1,1,6,-1
-1,42,-3,2,2,0,-1,2,-1,-1,0,-15,0,-4,0,1,-1,1,1,1,3,-1
3,22,8,0,-2,1,1,-1,1,-2,0,-2,-5,-3,0,0,-1,-1,-1,-1,4,-1
-5,-88,-3,-15,-4,-3,-2,-3,-3,0,0,9,-4,-4,0,-3,-1,-1,-1,-1,2,-1
-2,-47,8,0,1,2,0,-5,2,-2,0,-4,3,-8,0,1,-1,1,1,-1,4,-1
-1,21,-43,-2,5,-4,0,-3,0,0,-1,8,-3,-4,0,0,-1,0,0,-1,5,-1
0,60,7,-2,1,-1,-1,1,-2,0,0,-46,-1,-2,0,0,-1,0,0,1,1,-1
-1,-3,-24,-4,0,4,-2,-4,-2,0,0,10,0,-5,0,1,-1,1,1,1,2,-1
-3,-3,-6,-5,-1,-1,-1,0,-2,-1,0,7,8,-12,0,0,0,0,-1,-1,0,-1
-1,-51,6,-6,-1,-2,2,-5,0,0,0,-2,0,-3,0,-1,-1,-1,-1,-1,2,-1
2,-25,-37,2,4,-2,-8,6,2,-2,0,-38,-2,-3,0,1,-1,0,1,1,4,-1
0,-37,28,-3,-1,-1,-2,-1,2,-3,0,19,1,-5,0,0,-1,1,1,-1,4,-1
-1,-38,12,-3,2,1,-1,-4,-1,0,0,-20,2,-5,0,0,-1,1,-1,1,3,-1
-1,-87,-18,-1,1,4,-1,-4,-1,-2,0,-4,-1,-5,0,0,-1,1,1,-1,5,-1
-2,-38,-4,7,1,2,2,1,1,-3,3,-17,3,-9,0,0,-1,1,0,1,6,-1
-2,42,-36,1,-3,-2,-2,6,2,-3,0,-8,-2,-1,0,0,1,-1,1,1,3,-1
-2,4,-39,-3,-1,1,1,-2,-2,0,0,-141,-4,-3,0,-2,-1,-1,-1,-1,3,-1
-4,-115,0,-5,-2,-2,1,-1,-1,0,0,269,-1,-4,0,-1,-1,1,-1,1,2,-1
3,5,8,3,-1,-2,3,4,-1,-2,0,-1,-4,-4,0,1,1,1,-1,-1,1,-1
1,56,1,0,-1,-1,1,-1,2,-2,0,-4,0,-6,0,0,-1,1,0,1,5,-1
0,21,-7,-1,-1,-3,1,3,-1,-1,1,4,2,-3,0,1,-1,1,1,1,5,-1
1,21,8,5,2,2,2,0,-1,-1,0,2,-1,-3,0,1,-1,1,1,-1,1,-1
0,-54,-20,1,1,2,-3,-1,2,-2,0,-6,-8,-4,0,1,1,0,1,1,1,-1
